Club Name,Season,Player Name,Date Of Birth
Fulham,2020/21,Jean Michaël Seri,1991-07-19
Fulham,2020/21,Kevin McDonald,1988-04-11
Fulham,2020/21,Neeskens Kebano,1992-10-03
Fulham,2020/21,Stefan Johansen,1991-08-01
Fulham,2020/21,Tom Cairney,1991-01-20
Fulham,2020/21,Anthony Knockaert,1991-11-20
Fulham,2020/21,Josh Onomah,1997-04-27
Fulham,2020/21,André-Frank Zambo Anguissa,1995-11-16
Fulham,2020/21,Luca de la Torre,1998-05-23
Fulham,2020/21,Aleksandar Mitrovic,1994-09-16
Fulham,2020/21,Bobby De Cordova-Reid,1993-02-02
Fulham,2020/21,Ivan Cavaleiro,1993-10-18
Fulham,2020/21,Aboubakar Kamara,1995-07-03
Fulham,2020/21,Harry Arter,1989-12-28
Fulham,2020/21,Harrison Reed,1995-01-27
Fulham,2020/21,Jayden Harris,1999-04-09
Fulham,2020/21,Jay Stansfield,2002-11-24
Fulham,2020/21,Matt O'Riley,2000-11-21
Fulham,2020/21,Tyrese Francois,2000-07-16
Fulham,2020/21,Benjamin Davis,2000-11-24
Fulham,2020/21,Sylvester Jasper,2001-09-13
Fulham,2020/21,Luca Ashby-Hammond,2001-03-25
Fulham,2020/21,Jerome Opoku,1998-10-14
Fulham,2020/21,Martell Taylor-Crossdale,1999-12-26
Fulham,2020/21,Magnus Norman,1997-01-19
Fulham,2020/21,Antonee Robinson,1997-08-08
Fulham,2020/21,Mario Lemina,1993-01-09
Fulham,2020/21,Alphonse Areola,1993-02-27
Fulham,2020/21,Kenny Tete,1995-09-10
Fulham,2020/21,Ola Aina,1996-08-10
Fulham,2020/21,Fabio Carvalho,2002-08-30
Fulham,2020/21,Ademola Lookman,1997-10-20
Fulham,2020/21,Joachim Andersen,1996-05-31
Fulham,2020/21,Tosin Adarabioyo,1997-09-24
Fulham,2020/21,Ruben Loftus-Cheek,1996-01-23
Fulham,2020/21,Terence Kongolo,1994-02-14
Fulham,2020/21,Josh Maja,1998-12-27
Leeds United,2020/21,Illan Meslier,2000-02-03
Leeds United,2020/21,Kiko Casilla,1986-02-10
Leeds United,2020/21,Kamil Miazek,1996-08-15
Leeds United,2020/21,Luke Ayling,1991-08-25
Leeds United,2020/21,Barry Douglas,1989-04-09
Leeds United,2020/21,Liam Cooper,1991-08-30
Leeds United,2020/21,Gaetano Berardi,1988-08-21
Leeds United,2020/21,Pascal Struijk,1999-11-08
Leeds United,2020/21,Robbie Gotts,1999-09-11
Leeds United,2020/21,Adam Forshaw,1991-08-10
Leeds United,2020/21,Ezgjan Alioski,1992-12-02
Leeds United,2020/21,Stuart Dallas,1991-04-19
Leeds United,2020/21,Pablo Hernández,1985-11-04
Leeds United,2020/21,Kalvin Phillips,1995-02-12
Leeds United,2020/21,Mateusz Klich,1990-06-13
Leeds United,2020/21,Jamie Shackleton,1999-08-10
Leeds United,2020/21,Jay-Roy Grot,1998-03-13
Leeds United,2020/21,Ian Poveda-Ocampo,2000-09-02
Leeds United,2020/21,Patrick Bamford,1993-05-09
Leeds United,2020/21,Tyler Roberts,1999-12-01
Leeds United,2020/21,Hélder Costa,1994-12-01
Leeds United,2020/21,Ryan Edmondson,2001-05-20
Leeds United,2020/21,Benjamin White,1997-08-10
Leeds United,2020/21,Liam McCarron,2001-07-03
Leeds United,2020/21,Jordan Stevens,2000-03-25
Leeds United,2020/21,Alfie McCalmont,2000-03-25
Leeds United,2020/21,Conor Shaughnessy,1996-06-30
Leeds United,2020/21,Oliver Casey,2000-10-14
Leeds United,2020/21,Bryce Hosannah,1999-08-04
Leeds United,2020/21,Mateusz Bogusz,2001-08-22
Leeds United,2020/21,Elia Caprile,2001-08-25
Leeds United,2020/21,Leif Davis,1999-12-31
Leeds United,2020/21,Laurens De Bock,1992-07-11
Leeds United,2020/21,Joe Gelhardt,2002-04-05
Leeds United,2020/21,Jack Harrison,1996-11-20
Leeds United,2020/21,Rodrigo,1991-06-03
Leeds United,2020/21,Robin Koch,1996-07-17
Leeds United,2020/21,Charlie Cresswell,2002-08-17
Leeds United,2020/21,Diego Llorente,1993-08-16
Leeds United,2020/21,Raphinha,1996-12-14
Leeds United,2020/21,Jack Jenkins,2002-03-23
Leeds United,2020/21,Niall Huggins,2000-12-18
Leeds United,2020/21,Sam Greenwood,2002-01-26
Leeds United,2020/21,Crysencio Summerville,2001-10-30
Leeds United,2020/21,Cody Drameh,2001-08-12
Leicester City,2020/21,Kasper Schmeichel,1986-05-11
Leicester City,2020/21,Danny Ward,1991-11-12
Leicester City,2020/21,Eldin Jakupovic,1984-02-10
Leicester City,2020/21,James Justin,1998-02-23
Leicester City,2020/21,Ben Chilwell,1996-12-21
Leicester City,2020/21,Çaglar Söyüncü,1996-05-23
Leicester City,2020/21,Wes Morgan,1984-01-21
Leicester City,2020/21,Jonny Evans,1988-03-01
Leicester City,2020/21,Filip Benkovic,1997-07-13
Leicester City,2020/21,Daniel Amartey,1994-12-21
Leicester City,2020/21,Ricardo Pereira,1993-06-10
Leicester City,2020/21,Christian Fuchs,1986-07-04
Leicester City,2020/21,Demarai Gray,1996-06-28
Leicester City,2020/21,Youri Tielemans,1997-07-05
Leicester City,2020/21,James Maddison,1996-11-23
Leicester City,2020/21,Marc Albrighton,1989-11-18
Leicester City,2020/21,Harvey Barnes,1997-09-12
Leicester City,2020/21,Hamza Choudhury,1997-01-10
Leicester City,2020/21,Matty James,1991-07-22
Leicester City,2020/21,Wilfred Ndidi,1996-12-16
Leicester City,2020/21,Dennis Praet,1994-05-14
Leicester City,2020/21,Jamie Vardy,1987-11-01
Leicester City,2020/21,Islam Slimani,1988-06-18
Leicester City,2020/21,Kelechi Iheanacho,1996-03-10
Leicester City,2020/21,Ayoze Pérez,1993-07-29
Leicester City,2020/21,Ryan Bennett,1990-06-03
Leicester City,2020/21,George Hirst,1999-02-15
Leicester City,2020/21,Nampalys Mendy,1992-06-23
Leicester City,2020/21,Darnell Johnson,1998-03-09
Leicester City,2020/21,George Thomas,1997-03-24
Leicester City,2020/21,Luke Thomas,2001-10-06
Leicester City,2020/21,Vontae Daley-Campbell,2001-02-04
Leicester City,2020/21,Josh Knight,1997-07-09
Leicester City,2020/21,Sidnei Tavares,2001-09-29
Leicester City,2020/21,Kiernan Dewsbury-Hall,1998-06-09
Leicester City,2020/21,Thakgalo Leshabela,1999-09-18
Leicester City,2020/21,Admiral Muskwe,1998-08-21
Leicester City,2020/21,Josh Felix-Eppiah,1998-11-10
Leicester City,2020/21,Timothy Castagne,1995-05-12
Leicester City,2020/21,Jakub Stolarczyk,2000-12-19
Leicester City,2020/21,Ethan Fitzhugh,2002-11-27
Leicester City,2020/21,Wanya Madavidua,2002-10-19
Leicester City,2020/21,Cengiz Ünder,1997-07-14
Leicester City,2020/21,Wesley Fofana,2000-12-17
Leicester City,2020/21,Ben Nelson,2004-03-18
Leicester City,2020/21,Shane Flynn,2001-10-14
Leicester City,2020/21,Rachid Ghezzal,1992-09-05
Leicester City,2020/21,Adrien Silva,1989-03-15
Leicester City,2020/21,Fousseni Diabaté,1995-10-18
Leicester City,2020/21,Thanawat Suengchitthawon,2000-08-01
Leicester City,2020/21,Tawanda Maswanhise,2002-11-20
Liverpool,2020/21,Loris Karius,1993-06-22
Liverpool,2020/21,Alisson,1992-02-10
Liverpool,2020/21,Adrián,1987-03-01
Liverpool,2020/21,Caoimhin Kelleher,1998-11-23
Liverpool,2020/21,Virgil van Dijk,1991-08-07
Liverpool,2020/21,Joseph Gomez,1997-05-23
Liverpool,2020/21,Andrew Robertson,1994-11-03
Liverpool,2020/21,Joel Matip,1991-08-08
Liverpool,2020/21,Trent Alexander-Arnold,1998-07-10
Liverpool,2020/21,Neco Williams,2001-04-13
Liverpool,2020/21,Fabinho,1993-10-23
Liverpool,2020/21,Georginio Wijnaldum,1990-11-11
Liverpool,2020/21,James Milner,1986-04-01
Liverpool,2020/21,Naby Keïta,1995-10-02
Liverpool,2020/21,Jordan Henderson,1990-06-17
Liverpool,2020/21,Alex Oxlade-Chamberlain,1993-08-15
Liverpool,2020/21,Marko Grujic,1996-04-13
Liverpool,2020/21,Curtis Jones,2001-01-30
Liverpool,2020/21,Harry Wilson,1997-03-22
Liverpool,2020/21,Harvey Elliott,2003-04-04
Liverpool,2020/21,Roberto Firmino,1991-02-10
Liverpool,2020/21,Sadio Mané,1992-10-04
Liverpool,2020/21,Mohamed Salah,1992-06-15
Liverpool,2020/21,Takumi Minamino,1995-01-16
Liverpool,2020/21,Xherdan Shaqiri,1991-10-10
Liverpool,2020/21,Rhian Brewster,2000-01-04
Liverpool,2020/21,Divock Origi,1995-04-18
Liverpool,2020/21,Ben Woodburn,1999-10-15
Liverpool,2020/21,Ben Winterbottom,2001-07-16
Liverpool,2020/21,Vítezslav Jaros,2001-07-23
Liverpool,2020/21,Thomas Hill,2002-10-13
Liverpool,2020/21,Dejan Lovren,1989-05-07
Liverpool,2020/21,Luis Longstaff,2001-02-24
Liverpool,2020/21,Leighton Clarkson,2001-10-19
Liverpool,2020/21,Adam Lallana,1988-10-05
Liverpool,2020/21,Elijah Dixon-Bonner,2001-01-01
Liverpool,2020/21,Morgan Boyes,2001-04-22
Liverpool,2020/21,Thomas Clayton,2000-12-27
Liverpool,2020/21,Jake Cain,2001-02-09
Liverpool,2020/21,Sepp van den Berg,2001-12-20
Liverpool,2020/21,Layton Stewart,2002-03-09
Liverpool,2020/21,Jack Bearne,2001-09-15
Liverpool,2020/21,Andy Lonergan,1983-10-19
Liverpool,2020/21,Joseph Hardy,1998-09-26
Liverpool,2020/21,Yasser Larouci,2001-01-01
Liverpool,2020/21,Tony Gallacher,1999-07-23
Liverpool,2020/21,James Norris,2003-04-04
Liverpool,2020/21,Adam Lewis,1999-08-11
Liverpool,2020/21,Liam Millar,1999-09-27
Liverpool,2020/21,Billy Koumetio,2002-11-14
Liverpool,2020/21,Konstantinos Tsimikas,1996-12-05
Liverpool,2020/21,Nathaniel Phillips,1997-03-21
Liverpool,2020/21,Ki-Jana Hoever,2002-01-18
Liverpool,2020/21,Sheyi Ojo,1997-06-19
Liverpool,2020/21,Taiwo Awoniyi,1997-12-08
Liverpool,2020/21,Thiago,1991-11-04
Liverpool,2020/21,Diogo Jota,1996-04-12
Liverpool,2020/21,Rhys Williams,2001-03-02
Liverpool,2020/21,Ben Davies,1995-11-08
Liverpool,2020/21,Ozan Kabak,2000-03-25
Liverpool,2020/21,Kamil Grabara,1999-08-01
Liverpool,2020/21,Liam Hughes,2001-08-19
Liverpool,2020/21,Jakub Ojrzynski,2003-02-19
Liverpool,2020/21,Harvey Davies,2003-03-09
Manchester City,2020/21,Claudio Bravo,1983-04-13
Manchester City,2020/21,Ederson,1993-08-17
Manchester City,2020/21,Nathan Aké,1995-02-18
Manchester City,2020/21,Pedro Porro,1999-09-13
Manchester City,2020/21,Kyle Walker,1990-05-28
Manchester City,2020/21,John Stones,1994-05-28
Manchester City,2020/21,Oleksandr Zinchenko,1996-12-15
Manchester City,2020/21,Aymeric Laporte,1994-05-27
Manchester City,2020/21,Benjamin Mendy,1994-07-17
Manchester City,2020/21,João Cancelo,1994-05-27
Manchester City,2020/21,Nicolás Otamendi,1988-12-02
Manchester City,2020/21,Eric García,2001-09-01
Manchester City,2020/21,Ilkay Gündogan,1990-10-24
Manchester City,2020/21,Rodri,1996-06-22
Manchester City,2020/21,Kevin De Bruyne,1991-06-28
Manchester City,2020/21,Bernardo Silva,1994-10-08
Manchester City,2020/21,David Silva,1986-08-01
Manchester City,2020/21,Fernandinho,1985-04-05
Manchester City,2020/21,Phil Foden,2000-05-28
Manchester City,2020/21,Tommy Doyle,2001-10-17
Manchester City,2020/21,Ferran Torres,2000-02-29
Manchester City,2020/21,Raheem Sterling,1994-08-12
Manchester City,2020/21,Gabriel Jesus,1997-03-04
Manchester City,2020/21,Sergio Agüero,1988-02-06
Manchester City,2020/21,Riyad Mahrez,1991-02-21
Manchester City,2020/21,Erik Palmer-Brown,1997-04-24
Manchester City,2020/21,Alpha Richard Dionkou,2001-10-10
Manchester City,2020/21,Cole Palmer,2002-06-05
Manchester City,2020/21,Taylor Harwood-Bellis,2002-01-30
Manchester City,2020/21,Adrián Bernabé,2001-05-26
Manchester City,2020/21,Leroy Sané,1996-11-01
Manchester City,2020/21,Zack Steffen,1995-02-04
Manchester City,2020/21,Pablo Moreno,2002-03-05
Manchester City,2020/21,Liam Delap,2003-08-02
Manchester City,2020/21,Felix Nmecha,2000-10-10
Manchester City,2020/21,Rúben Dias,1997-05-14
Manchester City,2020/21,Scott Carson,1985-03-09
Manchester City,2020/21,James Trafford,2002-10-10
Manchester City,2020/21,Mikkel Diskerud,1990-02-10
Manchester City,2020/21,Luke Mbete,2003-09-18
Manchester City,2020/21,Claudio Gomes,2000-07-23
Manchester City,2020/21,Arijanet Muric,1998-07-11
Manchester United,2020/21,David de Gea,1990-07-11
Manchester United,2020/21,Lee Grant,1983-01-27
Manchester United,2020/21,Sergio Romero,1987-02-22
Manchester United,2020/21,Victor Lindelöf,1994-07-17
Manchester United,2020/21,Eric Bailly,1994-12-04
Manchester United,2020/21,Phil Jones,1992-02-21
Manchester United,2020/21,Harry Maguire,1993-05-03
Manchester United,2020/21,Marcos Rojo,1990-03-20
Manchester United,2020/21,Diogo Dalot,1999-03-18
Manchester United,2020/21,Luke Shaw,1995-12-07
Manchester United,2020/21,Timothy Fosu-Mensah,1998-02-01
Manchester United,2020/21,Aaron Wan-Bissaka,1997-11-26
Manchester United,2020/21,Axel Tuanzebe,1997-11-14
Manchester United,2020/21,Ethan Laird,2001-05-08
Manchester United,2020/21,Brandon Williams,2000-03-09
Manchester United,2020/21,Teden Mengi,2002-04-30
Manchester United,2020/21,Paul Pogba,1993-03-15
Manchester United,2020/21,Juan Mata,1988-04-28
Manchester United,2020/21,Jesse Lingard,1992-12-15
Manchester United,2020/21,Andreas Pereira,1996-01-01
Manchester United,2020/21,Fred,1993-05-03
Manchester United,2020/21,Bruno Fernandes,1994-08-09
Manchester United,2020/21,Daniel James,1997-10-11
Manchester United,2020/21,Nemanja Matic,1988-01-08
Manchester United,2020/21,James Garner,2001-03-13
Manchester United,2020/21,Scott McTominay,1996-08-12
Manchester United,2020/21,Tahith Chong,1999-04-12
Manchester United,2020/21,Ethan Galbraith,2001-11-05
Manchester United,2020/21,Anthony Martial,1995-05-12
Manchester United,2020/21,Marcus Rashford,1997-10-31
Manchester United,2020/21,Odion Ighalo,1989-06-16
Manchester United,2020/21,Mason Greenwood,2001-01-10
Manchester United,2020/21,Max Taylor,2000-10-01
Manchester United,2020/21,Matej Kovář,2000-05-17
Manchester United,2020/21,Dylan Levitt,2000-11-17
Manchester United,2020/21,Arnau Puigmal,2001-10-01
Manchester United,2020/21,Di'Shon Bernard,2000-10-14
Manchester United,2020/21,D'Mani Mellor,2000-09-20
Manchester United,2020/21,Alexis Sánchez,1988-12-19
Manchester United,2020/21,Dean Henderson,1997-12-03
Manchester United,2020/21,Donny van de Beek,1997-04-18
Manchester United,2020/21,Anthony Elanga,2002-04-27
Manchester United,2020/21,Alex Telles,1992-12-15
Manchester United,2020/21,Edinson Cavani,1987-02-14
Manchester United,2020/21,Facundo Pellistri,2001-12-20
Manchester United,2020/21,Amad Diallo,2002-11-07
Manchester United,2020/21,Chris Smalling,1989-11-22
Manchester United,2020/21,Shola Shoretire,2004-02-02
Manchester United,2020/21,Nathan Bishop,1999-10-15
Manchester United,2020/21,William Fish,2003-02-17
Manchester United,2020/21,Hannibal Mejbri,2003-01-21
Newcastle United,2020/21,Mark Gillespie,1992-03-27
Newcastle United,2020/21,Martin Dúbravka,1989-01-15
Newcastle United,2020/21,Karl Darlow,1990-08-10
Newcastle United,2020/21,Ciaran Clark,1989-09-26
Newcastle United,2020/21,Paul Dummett,1991-09-26
Newcastle United,2020/21,Fabian Schär,1991-12-20
Newcastle United,2020/21,Jamaal Lascelles,1993-11-11
Newcastle United,2020/21,Emil Krafth,1994-02-08
Newcastle United,2020/21,Federico Fernández,1989-02-21
Newcastle United,2020/21,Javier Manquillo,1994-05-05
Newcastle United,2020/21,Florian Lejeune,1991-05-20
Newcastle United,2020/21,DeAndre Yedlin,1993-09-07
Newcastle United,2020/21,Jacob Murphy,1995-02-24
Newcastle United,2020/21,Jonjo Shelvey,1992-02-27
Newcastle United,2020/21,Matt Ritchie,1989-10-09
Newcastle United,2020/21,Isaac Hayden,1995-03-22
Newcastle United,2020/21,Miguel Almirón,1994-10-02
Newcastle United,2020/21,Christian Atsu,1992-10-01
Newcastle United,2020/21,Sean Longstaff,1997-10-30
Newcastle United,2020/21,Andy Carroll,1989-06-01
Newcastle United,2020/21,Joelinton,1996-08-14
Newcastle United,2020/21,Allan Saint-Maximin,1997-12-03
Newcastle United,2020/21,Dwight Gayle,1989-10-17
Newcastle United,2020/21,Yoshinori Muto,1992-07-15
Newcastle United,2020/21,Danny Rose,1990-02-07
Newcastle United,2020/21,Valentino Lazaro,1996-03-24
Newcastle United,2020/21,Nabil Bentaleb,1994-11-24
Newcastle United,2020/21,Matthew Longstaff,2000-03-21
Newcastle United,2020/21,Thomas Allan,1999-09-23
Newcastle United,2020/21,Elias Sorensen,1999-09-18
Newcastle United,2020/21,Lewis Cass,2000-02-27
Newcastle United,2020/21,Jack Young,2000-10-21
Newcastle United,2020/21,Jeff Hendrick,1992-01-31
Newcastle United,2020/21,Callum Wilson,1992-02-27
Newcastle United,2020/21,Ryan Fraser,1994-02-24
Newcastle United,2020/21,Jamal Lewis,1998-01-25
Newcastle United,2020/21,Daniel Langley,2000-12-28
Newcastle United,2020/21,Henri Saivet,1990-10-26
Newcastle United,2020/21,Daniel Barlaser,1997-01-18
Newcastle United,2020/21,Elliot Anderson,2002-06-11
Newcastle United,2020/21,Joseph Willock,1999-08-20
Sheffield United,2020/21,Wes Foderingham,1991-01-14
Sheffield United,2020/21,Michael Verrips,1996-03-12
Sheffield United,2020/21,Simon Moore,1990-05-19
Sheffield United,2020/21,George Baldock,1993-09-03
Sheffield United,2020/21,Enda Stevens,1990-09-07
Sheffield United,2020/21,Jack O'Connell,1994-03-29
Sheffield United,2020/21,Chris Basham,1988-07-20
Sheffield United,2020/21,John Egan,1992-10-20
Sheffield United,2020/21,Jack Robinson,1993-01-09
Sheffield United,2020/21,Kean Bryan,1996-01-11
Sheffield United,2020/21,John Fleck,1991-08-24
Sheffield United,2020/21,John Lundstram,1994-02-18
Sheffield United,2020/21,Luke Freeman,1992-03-22
Sheffield United,2020/21,Oliver Norwood,1991-12-04
Sheffield United,2020/21,Ben Osborn,1994-05-08
Sheffield United,2020/21,Sander Berge,1998-02-14
Sheffield United,2020/21,Oliver McBurnie,1996-04-06
Sheffield United,2020/21,Billy Sharp,1986-05-02
Sheffield United,2020/21,David McGoldrick,1987-11-29
Sheffield United,2020/21,Lys Mousset,1996-08-02
Sheffield United,2020/21,Richairo Zivkovic,1996-05-09
Sheffield United,2020/21,Phil Jagielka,1982-08-17
Sheffield United,2020/21,Kieron Freeman,1992-03-21
Sheffield United,2020/21,Leon Clarke,1985-10-02
Sheffield United,2020/21,Aaron Ramsdale,1998-05-14
Sheffield United,2020/21,Jack Rodwell,1991-11-03
Sheffield United,2020/21,Sam Graham,2000-08-13
Sheffield United,2020/21,Kyron Gordon,2002-05-24
Sheffield United,2020/21,Rhys Norrington-Davies,1999-04-22
Sheffield United,2020/21,George Broadbent,2000-09-30
Sheffield United,2020/21,Regan Slater,1999-11-09
Sheffield United,2020/21,Zak Brunt,2001-11-17
Sheffield United,2020/21,Antwoine Hackford,2004-03-20
Sheffield United,2020/21,Max Lowe,1997-11-05
Sheffield United,2020/21,Ethan Ampadu,2000-09-14
Sheffield United,2020/21,Jayden Bogle,2000-07-27
Sheffield United,2020/21,Oliver Burke,1997-07-04
Sheffield United,2020/21,Ismaila Coulibaly,2000-12-25
Sheffield United,2020/21,Rhian Brewster,2000-01-04
Sheffield United,2020/21,Iliman Ndiaye,2000-06-03
Sheffield United,2020/21,Frankie Maguire,2003-07-29
Sheffield United,2020/21,Jake Eastwood,1996-03-10
Sheffield United,2020/21,Daniel Jebbison,2003-11-07
Sheffield United,2020/21,Harry Boyes,2001-02-11
Sheffield United,2020/21,Femi Seriki,2002-04-28
Sheffield United,2020/21,William Osula,2003-04-08
Southampton,2020/21,Alex McCarthy,1989-03-12
Southampton,2020/21,Angus Gunn,1996-01-22
Southampton,2020/21,Fraser Forster,1988-03-17
Southampton,2020/21,Jannik Vestergaard,1992-03-08
Southampton,2020/21,Jack Stephens,1994-01-27
Southampton,2020/21,Ryan Bertrand,1989-05-08
Southampton,2020/21,Jake Vokins,2000-03-17
Southampton,2020/21,Jan Bednarek,1996-12-04
Southampton,2020/21,Yan Valery,1999-02-22
Southampton,2020/21,Moussa Djenepo,1998-06-15
Southampton,2020/21,Oriol Romeu,1991-09-24
Southampton,2020/21,James Ward-Prowse,1994-01-11
Southampton,2020/21,Stuart Armstrong,1992-03-30
Southampton,2020/21,Sofiane Boufal,1993-09-17
Southampton,2020/21,Nathan Redmond,1994-06-03
Southampton,2020/21,Pierre-Emile Højbjerg,1995-05-08
Southampton,2020/21,William Smallbone,2000-02-21
Southampton,2020/21,Shane Long,1987-01-22
Southampton,2020/21,Danny Ings,1992-07-23
Southampton,2020/21,Che Adams,1996-07-13
Southampton,2020/21,Michael Obafemi,2000-06-07
Southampton,2020/21,Guido Carrillo,1991-05-25
Southampton,2020/21,Kevin Danso,1998-09-19
Southampton,2020/21,Kyle Walker-Peters,1997-04-13
Southampton,2020/21,Harry Lewis,1997-12-20
Southampton,2020/21,Nathan Tella,1999-05-07
Southampton,2020/21,Kayne Ramsay,2000-10-10
Southampton,2020/21,Will Ferry,2000-07-12
Southampton,2020/21,Jacob Maddox,1998-03-11
Southampton,2020/21,Daniel N'Lundulu,1999-05-02
Southampton,2020/21,Maya Yoshida,1988-08-24
Southampton,2020/21,Mohammed Salisu,1999-04-17
Southampton,2020/21,Ibrahima Diallo,1999-08-03
Southampton,2020/21,Theo Walcott,1989-03-16
Southampton,2020/21,Kgaogelo Chauke,2003-08-01
Southampton,2020/21,Caleb Watts,2002-01-16
Southampton,2020/21,Allan Tchaptchet,2001-12-21
Southampton,2020/21,Ryan Finnigan,2003-09-23
Southampton,2020/21,Alexandre Jankewitz,2001-12-25
Southampton,2020/21,Takumi Minamino,1995-01-16
Southampton,2020/21,Wesley Hoedt,1994-06-03
Tottenham Hotspur,2020/21,Hugo Lloris,1986-12-26
Tottenham Hotspur,2020/21,Paulo Gazzaniga,1992-02-01
Tottenham Hotspur,2020/21,Toby Alderweireld,1989-02-03
Tottenham Hotspur,2020/21,Davinson Sánchez,1996-12-06
Tottenham Hotspur,2020/21,Juan Foyth,1998-12-01
Tottenham Hotspur,2020/21,Serge Aurier,1992-12-24
Tottenham Hotspur,2020/21,Ben Davies,1995-11-08
Tottenham Hotspur,2020/21,Cameron Carter-Vickers,1997-12-31
Tottenham Hotspur,2020/21,Japhet Tanganga,1999-03-31
Tottenham Hotspur,2020/21,Harry Winks,1996-02-02
Tottenham Hotspur,2020/21,Erik Lamela,1992-04-03
Tottenham Hotspur,2020/21,Eric Dier,1994-01-15
Tottenham Hotspur,2020/21,Moussa Sissoko,1989-08-16
Tottenham Hotspur,2020/21,Ryan Sessegnon,2000-05-18
Tottenham Hotspur,2020/21,Dele Alli,1996-11-04
Tottenham Hotspur,2020/21,Lucas Moura,1992-08-13
Tottenham Hotspur,2020/21,Tanguy Ndombele,1996-12-28
Tottenham Hotspur,2020/21,Oliver Skipp,2000-09-16
Tottenham Hotspur,2020/21,Gedson Fernandes,1999-09-01
Tottenham Hotspur,2020/21,Jack Clarke,2000-11-23
Tottenham Hotspur,2020/21,Son Heung-Min,1992-08-07
Tottenham Hotspur,2020/21,Harry Kane,1993-07-28
Tottenham Hotspur,2020/21,Steven Bergwijn,1997-08-10
Tottenham Hotspur,2020/21,Troy Parrott,2002-04-02
Tottenham Hotspur,2020/21,Malachi Fagan-Walcott,2002-11-03
Tottenham Hotspur,2020/21,Jan Vertonghen,1987-04-24
Tottenham Hotspur,2020/21,Michel Vorm,1983-10-20
Tottenham Hotspur,2020/21,Dennis Cirkin,2002-06-04
Tottenham Hotspur,2020/21,Pierre-Emile Højbjerg,1995-05-08
Tottenham Hotspur,2020/21,Joe Hart,1987-04-19
Tottenham Hotspur,2020/21,Dane Scarlett,2004-03-24
Tottenham Hotspur,2020/21,Jamie Bowden,2001-09-07
Tottenham Hotspur,2020/21,Harvey White,2001-09-19
Tottenham Hotspur,2020/21,Alfie Devine,2004-01-08
Tottenham Hotspur,2020/21,Matt Doherty,1992-01-16
Tottenham Hotspur,2020/21,Jubril Okedina,2000-10-26
Tottenham Hotspur,2020/21,George Marsh,1998-05-11
Tottenham Hotspur,2020/21,Alfie Whiteman,1998-02-10
Tottenham Hotspur,2020/21,Brandon Austin,1999-07-01
Tottenham Hotspur,2020/21,Sergio Reguilón,1996-12-16
Tottenham Hotspur,2020/21,Gareth Bale,1989-07-16
Tottenham Hotspur,2020/21,Carlos Vinícius,1995-03-25
Tottenham Hotspur,2020/21,Joe Rodon,1997-10-22
Tottenham Hotspur,2020/21,Giovani Lo Celso,1996-09-04
Tottenham Hotspur,2020/21,Marcel Lavinier,2000-12-16
Tottenham Hotspur,2020/21,Nile John,2003-06-03
Tottenham Hotspur,2020/21,Dilan Markanday,2001-08-20
West Bromwich Albion,2020/21,Sam Johnstone,1993-03-25
West Bromwich Albion,2020/21,Darnell Furlong,1995-10-31
West Bromwich Albion,2020/21,Kieran Gibbs,1989-09-26
West Bromwich Albion,2020/21,Kyle Bartley,1991-05-22
West Bromwich Albion,2020/21,Semi Ajayi,1993-09-11
West Bromwich Albion,2020/21,Conor Townsend,1993-04-03
West Bromwich Albion,2020/21,Ahmed Hegazi,1991-01-25
West Bromwich Albion,2020/21,Dara O'Shea,1999-04-03
West Bromwich Albion,2020/21,Jake Livermore,1989-11-14
West Bromwich Albion,2020/21,Matt Phillips,1991-03-13
West Bromwich Albion,2020/21,Kamil Grosicki,1988-08-06
West Bromwich Albion,2020/21,Rekeem Harper,2000-08-03
West Bromwich Albion,2020/21,Oliver Burke,1997-07-04
West Bromwich Albion,2020/21,Romaine Sawyers,1991-02-11
West Bromwich Albion,2020/21,Jonathan Leko,1999-04-24
West Bromwich Albion,2020/21,Sam Field,1998-08-05
West Bromwich Albion,2020/21,Hal Robson-Kanu,1989-05-21
West Bromwich Albion,2020/21,Kenneth Zohore,1994-01-31
West Bromwich Albion,2020/21,Matheus Pereira,1996-05-05
West Bromwich Albion,2020/21,Charlie Austin,1989-05-07
West Bromwich Albion,2020/21,Kyle Edwards,1998-02-17
West Bromwich Albion,2020/21,Rayhaan Tulloch,2001-01-20
West Bromwich Albion,2020/21,Finn Azaz,2000-07-09
West Bromwich Albion,2020/21,Grady Diangana,1998-04-19
West Bromwich Albion,2020/21,Callum Robinson,1995-02-02
West Bromwich Albion,2020/21,Jonathan Bond,1993-05-19
West Bromwich Albion,2020/21,Chris Brunt,1984-12-14
West Bromwich Albion,2020/21,Saul Shotton,2000-10-11
West Bromwich Albion,2020/21,Nathan Ferguson,2000-06-10
West Bromwich Albion,2020/21,Lee Peltier,1986-11-12
West Bromwich Albion,2020/21,Gareth Barry,1981-02-23
West Bromwich Albion,2020/21,Rico Richards,2003-09-27
West Bromwich Albion,2020/21,Cédric Kipré,1996-09-12
West Bromwich Albion,2020/21,David Button,1989-02-27
West Bromwich Albion,2020/21,Branislav Ivanovic,1984-02-22
West Bromwich Albion,2020/21,Jamie Soule,2000-11-26
West Bromwich Albion,2020/21,Conor Gallagher,2000-06-02
West Bromwich Albion,2020/21,Filip Krovinovic,1995-08-29
